#,Status,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
1250,Resolved,Bug,Normal, Too much data loaded when picking with secondary variables ,Hank Childs,-,2.6.1,Hank Childs,11/26/2012,,0%,8.00 hours,11/26/2012 12:04 pm,12/11/2012 06:56 pm,2 - Rare,2 - Minor Irritation,2.5.2,,,All,DOE/NEAMS,"
(1) Make a slice of a mesh from a Nek5000 file.(1b) Nek5000 uses data selections ... only part of the file is read in (the part that intersects a slice)(2) Pick(2b) (everything works great!)(3) Add a secondary pick variable and pick again--> it crashes
The crashes comes from running out of memory.  The problem is that the data selection is not sent up when requesting the secondary variable.  So the entire mesh is read in and that is too much memory.
Looking over the code, the action is in avtPickQuery::ApplyFilters.  It makes a new avtDataRequest which doesn't have the same data selection (for the slice operator).
I tried adding an avtPointSelection, but that also caused a crash ... it was using the point (X, Z, 0) instead of (X, 0, Z) since the Slice's transform wasn't being built into the pick attributes.  And I didn't see how to do an inverse transform.
"
1251,Resolved,Bug,High, Zooming when in zoom mode by moving vertically with the middle mouse button down is broken in 2D. ,Eric Brugger,-,2.6.3,Eric Brugger,11/26/2012,,100%,6.00 hours,11/26/2012 05:20 pm,06/19/2013 07:59 pm,3 - Occasional,3 - Major Irritation,2.6.0,,,All,DOE/ASC,"
This is a new bug on the trunk that was not present in 2.5.2. When you hold down the middle mouse button and move vertically the image should zoom when in zoom mode in 2D. It did this in 2.5.2, but doesn't on the trunk. It works properly in 3D. The bug was introduced with revision 18899 by Allen Sanderson. A new OnTimer method was added and he copied the one from the Navigate 2D interactor and he should have probably started with the OnTimer method from the Zoom3D interactor.
The faulty file is avt/VisWindow/Interactors/Zoom2D.C
"
1252,Resolved,Feature,Normal, namescheme support for Dan Laney ,Mark Miller,-,2.7,Cyrus Harrison,11/28/2012,,0%,,11/28/2012 05:51 pm,08/14/2013 07:30 pm,,,2.12.3,4 - High,4 - Common,All,Any,"
Dan is implementing namescheme support in his silo output files.
We expect to support this with a new Silo release, hopefully for VisIt 2.6.1
Prior to our supported release, Dan would like to be able to test reading his new files with VisIt. We need to contact him and provide beta build of VisIt to close the loop.
Here are two expected checks:1) Make sure new general namescheme support works. 2) In some cases, his mesh has empty domains, we need to see how VisIt handles this.
"
1253,Pending,Bug,Normal, Pick's re-execution of pipeline causing a hang ,-,-,-,Kathleen Biagas,11/29/2012,,0%,,11/29/2012 12:43 pm,07/08/2014 06:36 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
Scenario as reported by Bruce Hammel.Large data using 10 nodes on muirMultiple plotsPerforms a pick on the Pseudocolor plot Receives warning message that Pick requires more information, and the pipeline re-executes.Performs several more picks.Changes the zoom by rolling the mouse.Performs another Pick.Again receives warning that Pick requires more information.Pipeline re-execution hangs, and VisIt is unrecoverable.
Bruce considers this 'very annoying', as getting the session set to the exact spot where VisIt crashed is time consuming.
"
1254,Pending,Bug,Normal, osx: One path to launch the cli from an app bundle is broken ,-,-,-,Cyrus Harrison,11/29/2012,,0%,,11/29/2012 01:51 pm,12/06/2012 05:34 pm,3 - Occasional,1 - Not Serious,trunk,,,OSX,Any,"
This used to work pre 2.6.0:
VisIt.app/Contents/MacOS/VisIt -cli
Not very serious since this does work:
VisIt.app/Contents/Resources/bin/visit -cli
But there may be folks used to doing it the first way (This was how I always launched the cli)
"
1255,Pending,Bug,Normal," on low res displays the last posted GUI window is shown, instead of ""main"" on startup ",-,-,-,Cyrus Harrison,11/29/2012,,0%,,11/29/2012 02:25 pm,12/06/2012 05:34 pm,2 - Rare,1 - Not Serious,trunk,,,All,Any,"
Minor issue, but perhaps confusing to users.
"
1256,Resolved,Bug,Normal, make install / make package: bad install name call during osxfixup ,-,-,-,Cyrus Harrison,11/29/2012,,0%,,11/29/2012 05:02 pm,11/29/2012 05:37 pm,3 - Occasional,2 - Minor Irritation,trunk,,,OSX,Any,"
I think it is happening b/c osxfixup is trying to fix an init.py file in PySide
"
1257,Resolved,Bug,Normal, Use of loopback interface is being used for parallel engines within mxterm ,Brad Whitlock,-,2.6.1,Brad Whitlock,12/03/2012,,100%,,12/03/2012 03:36 pm,12/06/2012 02:20 pm,4 - Common,5 - Very Serious,2.5.2,,,All,Any,"
1. log into edge2. mxterm 2 24 4803. /usr/gapps/visit/bin/visit -cli -forceversion 2.6.0 -np 24 -l srun
The above VisIt command will fail because the internallauncher script still thinks that it is okay for the engine to be run using the loopback network interface. This is fine for 1 mxterm node. When you have 2 mxterm nodes as in this example, VisIt will report that the engine was unable to connect back to the viewer.
If you add -noloopback to the cli command line then the engine will be able to connect back.
We need to have a second look at the lines in the launcher that affect whether loopback can be used during a parallel engine launch. We should probably not be using it. See lines around 1127 in the ConnectionArguments method.
"
1258,Pending,Bug,Normal, build_visit osx 10.4: Cocoa / Carbon inconsistency  ,-,-,-,Cyrus Harrison,12/03/2012,,0%,,12/03/2012 03:55 pm,12/06/2012 05:33 pm,2 - Rare,4 - Crash / Wrong Results,trunk,,,OSX,Any,"
For OSX 10.4, in build_visit we build Qt using Carbon, and VTK using Cocoa.Since they need to work together, this cases an issue. We should make sure to build them both with either Carbon, or Cocoa.
There are two possible paths:
Rebuild Qt with Cocoa:(These show fixes to the build_visit shell modules)---bv_support/bv_qt.sh---     if [[ ""$OPSYS"" == ""Darwin"" ]] ; then
         # Determine if we build with Cocoa         VER=$(uname -r)         #if [[ ${VER%%.*} -ge 10 ]] ; then         EXTRA_QT_FLAGS=""$EXTRA_QT_FLAGS -cocoa""          #fi
Or rebuild VTK  with Carbon:---bv_support/bv_vtk.sh---     vopts=""${vopts} -DHDF5_LIBRARY=${h5lib}""      vopts=""${vopts} -DHDF5_hdf5_LIBRARY:FILEPATH=${h5lib}""      vopts=""${vopts} -DHDF5_hdf5_LIBRARY_RELEASE:FILEPATH=${h5lib}""      vopts=""${vopts} -DHDF5_hdf5_hl_LIBRARY:FILEPATH=${h5hl}""      vopts=""${vopts} -DHDF5_hdf5_hl_LIBRARY_RELEASE:FILEPATH=${h5hl}""      vopts=""${vopts} -D${VTK_PREFIX}_USE_CARBON:BOOL=ON""      vopts=""${vopts} -D${VTK_PREFIX}_USE_ANSI_STD_LIB:BOOL=ON"" 
if test ""${OPSYS}"" = ""Darwin"" ; then         lo=""-Wl,-headerpad_max_install_names""          lo=""${lo},-compatibility_version,5.7""          lo=""${lo},-current_version,5.7.0""          vopts=""${vopts} -DCMAKE_SHARED_LINKER_FLAGS:STRING=${lo}""          vopts=""${vopts} -D${VTK_PREFIX}_USE_COCOA:BOOL=OFF""      fi
For 10.4, carbon may be the best bet (For 10.5 + we use cocoa for everything)
"
1259,Resolved,Bug,High," Internal launcher incorrectly passes some arguments to the script file specified with ""-s script_file"". ",Eric Brugger,-,2.6.1,Eric Brugger,12/03/2012,,100%,5.00 hours,12/03/2012 04:00 pm,12/04/2012 01:15 pm,2 - Rare,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
When you launch the cli from the command line and specify a script with ""-s script_file"", the arguments after the script file name are for the script and need to come at the end of the line. Instead any arguments that are not known about by the internallauncher get put right after the script name and before the arguments intended for the script. This results in those arguments getting passed to the script and not the intended component. This is new behavior in 2.6.0.
"
1260,Pending,Bug,Normal, Find alternative to /nfs/tmp2 nightly test suite run loc ,-,-,-,Cyrus Harrison,12/03/2012,,0%,,12/03/2012 05:13 pm,12/06/2012 05:33 pm,3 - Occasional,2 - Minor Irritation,trunk,,,All,Any,"
/nfs/tmp2 as grown quite slow, there may be a special file system we can use on edge.
"
1261,Resolved,Bug,Normal, Node Coords query from cli incorrectly demanding a domain id ,Kathleen Biagas,-,2.6.1,Kathleen Biagas,12/03/2012,,0%,0.50 hour,12/03/2012 07:59 pm,12/03/2012 08:49 pm,3 - Occasional,3 - Major Irritation,2.5.2,,,All,Any,"
On a single-domain problem, user should not have to specify domain.

OpenDatabase(""rect2d.silo"")
AddPlot(""Pseudocolor"", ""d"")
DrawPlots()
Query(""Node coords"", element=4)VisIt: Error - Node Coords:  (VisItException)viewer: engine_ser: Node Coords did not find all of its input parameters. (There was an error parsing query arguments.  Could not find argument `domain`)  Developers:  if you are developing this query, make sure the map node containing the input parameter has been set up correctly in the gui and in the cli.0L

"
1262,Resolved,Bug,Normal, Node coords query reporting wrong node id ,Kathleen Biagas,-,2.6.1,Kathleen Biagas,12/03/2012,,0%,0.50 hour,12/03/2012 08:01 pm,12/03/2012 08:48 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
The query is utilizing the nodeOrigin incorrectly.
Open m_plot.mili (has a nodeOrigin of 1)
Add a plot.
Do a Node Coords query, specify node 241.The query will return:The coords of  node 242 are (1.25, -1.25, 2.5).
"
1263,Resolved,Bug,High, Add message about UNV plugin added to Windows distribution to the release notes. ,Kathleen Biagas,-,2.6.1,Eric Brugger,12/04/2012,,0%,0.25 hour,12/04/2012 12:06 pm,01/16/2013 06:04 pm,3 - Occasional,2 - Minor Irritation,2.5.2,,,All,Any,"
The UNV plugin was added to the Windows distribution but not mentioned in the release notes. We should add something.
"
1264,Pending,Bug,Normal, pbspro qsub syntax issue ,-,-,-,Cyrus Harrison,12/04/2012,,0%,,12/04/2012 03:53 pm,12/06/2012 05:33 pm,3 - Occasional,4 - Crash / Wrong Results,2.5.2,,,All,Any,"
Folks at Clemson have a cluster with pbspro. To submit jobs they use qsub + mpiexec
Our qsub launcher tries the following:-l nodes=8:ppn=1
But this yields the error:
qsub: Cannot be used with select or place: nodes
The correct syntax is:
-l select=8:ncpus=1:mpiprocs=1
nodes=XXX:ppn=YYY, should be replaced with select=XXX:ncpus=YYY:mpiprocs=YYY
(Thanks to Eddie @ Clemson the details)
I want to create a custom launcher for them, but how should we handle this in general? Aren't there several variants of qsub? I expect we need to support the -l nodes syntax for some of them.
"
1265,Resolved,Feature,Normal, Have queries return Python Dictionary object. ,Kathleen Biagas,-,2.8,Kathleen Biagas,12/04/2012,,0%,4.00 hours,12/04/2012 07:23 pm,02/27/2014 07:21 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Rather than having to call GetQueryOutputObject after a Query call, users would be able to grab the returned object.PyNone for Failure?
"
1266,Resolved,Feature,Normal, Feedback Windows MPI changes in FindMPI.cmake to kitware? ,Kathleen Biagas,-,2.6.1,Cyrus Harrison,12/05/2012,,0%,,12/05/2012 11:58 am,12/17/2012 06:58 pm,,,2.12.3,2 - Low,4 - Common,All,Any,"
May be helpful so we don't stay out of sync with their MPI detection logic for other platforms.
"
1267,Pending,Bug,Normal, zippwrapper regression ,-,-,-,Cyrus Harrison,12/05/2012,,0%,,12/05/2012 12:29 pm,12/12/2012 12:19 pm,3 - Occasional,2 - Minor Irritation,2.5.2,,,All,Any,"
I looked a bit into this, the files are there - the appear to open file when not running the test suite.
It doesn't appear to be a path issue either, I ran the test script outside of the suite and everything worked as expected.
"
1268,Resolved,Bug,Normal," 2.6.0 on Windows, error with python expression that previously ran ",Kathleen Biagas,-,2.6.1,Cyrus Harrison,12/05/2012,,0%,,12/05/2012 06:19 pm,12/06/2012 07:51 pm,3 - Occasional,2 - Minor Irritation,2.6.0,,,All,Any,"
First guess: check the vtk libs and vtk python libs in the Windows 2.6.0 binary dist.
Here is the email conversion:
Hi Shaheen,Sounds like we may have an issue with the Python Filter Environment on Windows with 2.6.0.
It may be that our vtk python env expects the vtkChartsPython lib to exist, but it wasn't part of the VisIt distribution. We will look into this error,
-Cyrus
On 12/05/12 14:14, Shaheen Tonse wrote:

I had a fatal error while running a script containing a SimplePythonexpression, after installing Visit 2.6.0 this morning.
The error is detailed below, appears that some module is missing. As a check I re-ran the same script with Visit 2.5.0 and it worked fine.
This is on a HP desktop PC running Windows Vista Home Premium and using a precompiled 32 bit Visit executable.
Shaheen Tonse.
Pseudocolor: (ExpressionException)
viewer.exe: The 'py' expression failed because avtPythonExpression::ProcessArguments Error - Failed to initialize the python filter environment.
Python Environment Error:
<class 'vtk.__helper.LinkError'>DLL load failed: The specified module could not be found.
Traceback (most recent call last):
File ""<string>"", line 1, in <module>
File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__init__.py"", line 88, in <module>
__helper.refine_import_err('charts', 'vtkChartsPython', exc)
File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__helper.py"", line 32, in refine_import_err
raise LinkError, str(exc)
LinkError: DLL load failed: The specified module could not be found.
Shortly thereafter, the following occured...
Unable to export database: viewer.exe: The 'py' expression failed because avtPythonExpression::ProcessArguments Error - Failed to initialize the python filter environment.
Python Environment Error:
<class 'vtk.__helper.LinkError'>DLL load failed: The specified module could not be found.
Traceback (most recent call last):
File ""<string>"", line 1, in <module>
File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__init__.py"", line 88, in <module>
__helper.refine_import_err('charts', 'vtkChartsPython', exc)
File ""C:\Program Files\LLNL\VisIt 2.6.0\lib\site-packages\vtk\__helper.py"", line 32, in refine_import_err
raise LinkError, str(exc)
LinkError: DLL load failed: The specified module could not be found.
-- 
QotH:
The typewriter was invented by Hungarian immigrant Qwert Yuiop,
who left his ""signature"" on the keyboard.
--
VisIt Users Wiki: http://visitusers.org/
Frequently Asked Questions for VisIt: http://visit.llnl.gov/FAQ.html
To Unsubscribe: send a blank email to visit-users-unsubscribe@elist.ornl.gov
More Options: https://elist.ornl.gov/mailman/listinfo/visit-users

"
1269,Resolved,Bug,Normal, VTK - R update ,-,-,-,Harinarayan Krishnan,12/06/2012,,0%,,12/06/2012 03:36 pm,12/06/2012 03:38 pm,3 - Occasional,2 - Minor Irritation,2.6.0,,,All,Any,"
On some VisIt builds with R support. VTK fails to build on vtkpython executable. VTK requires explicit linking to R_LIBRARIES to ensure that the build succeeds.
"
